xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
0.5	1.5	1 6	segments	1	segments	6	1	22
1.5	2.5	2 6	segments	2	segments	6	1	286
2.5	3.5	3 6	segments	3	segments	6	1	454
3.5	4.5	4 6	segments	4	segments	6	1	478
4.5	5.5	5 6	segments	5	segments	6	1	502
5.5	6.5	1	segments	6	segments	6	1	1
6.5	7.5	7 6	segments	7	segments	6	1	551
7.5	8.5	8 6	segments	8	segments	6	1	575
8.5	9.5	9 6	segments	9	segments	6	1	599
9.5	10.5	10 6	segments	10	segments	6	1	46
10.5	11.5	11 6	segments	11	segments	6	1	70
11.5	12.5	12 6	segments	12	segments	6	1	94
12.5	13.5	13 6	segments	13	segments	6	1	118
13.5	14.5	14 6	segments	14	segments	6	1	142
14.5	15.5	15 6	segments	15	segments	6	1	166
15.5	16.5	16 6	segments	16	segments	6	1	190
16.5	17.5	17 6	segments	17	segments	6	1	214
17.5	18.5	18 6	segments	18	segments	6	1	238
18.5	19.5	19 6	segments	19	segments	6	1	262
19.5	20.5	20 6	segments	20	segments	6	1	310
20.5	21.5	21 6	segments	21	segments	6	1	334
21.5	22.5	22 6	segments	22	segments	6	1	358
22.5	23.5	23 6	segments	23	segments	6	1	382
23.5	24.5	24 6	segments	24	segments	6	1	406
24.5	25.5	25 6	segments	25	segments	6	1	430
0.5	1.5	1 7	segments	1	segments	7	1	23
1.5	2.5	2 7	segments	2	segments	7	1	287
2.5	3.5	3 7	segments	3	segments	7	1	455
3.5	4.5	4 7	segments	4	segments	7	1	479
4.5	5.5	5 7	segments	5	segments	7	1	503
5.5	6.5	6 7	segments	6	segments	7	1	527
6.5	7.5	1	segments	7	segments	7	1	1
7.5	8.5	8 7	segments	8	segments	7	1	576
8.5	9.5	9 7	segments	9	segments	7	1	600
9.5	10.5	10 7	segments	10	segments	7	1	47
10.5	11.5	11 7	segments	11	segments	7	1	71
11.5	12.5	12 7	segments	12	segments	7	1	95
12.5	13.5	13 7	segments	13	segments	7	1	119
13.5	14.5	14 7	segments	14	segments	7	1	143
14.5	15.5	15 7	segments	15	segments	7	1	167
15.5	16.5	16 7	segments	16	segments	7	1	191
16.5	17.5	17 7	segments	17	segments	7	1	215
17.5	18.5	18 7	segments	18	segments	7	1	239
18.5	19.5	19 7	segments	19	segments	7	1	263
19.5	20.5	20 7	segments	20	segments	7	1	311
20.5	21.5	21 7	segments	21	segments	7	1	335
21.5	22.5	22 7	segments	22	segments	7	1	359
22.5	23.5	23 7	segments	23	segments	7	1	383
23.5	24.5	24 7	segments	24	segments	7	1	407
24.5	25.5	25 7	segments	25	segments	7	1	431
0.5	1.5	1 8	segments	1	segments	8	1	24
1.5	2.5	2 8	segments	2	segments	8	1	288
2.5	3.5	3 8	segments	3	segments	8	1	456
3.5	4.5	4 8	segments	4	segments	8	1	480
4.5	5.5	5 8	segments	5	segments	8	1	504
5.5	6.5	6 8	segments	6	segments	8	1	528
6.5	7.5	7 8	segments	7	segments	8	1	552
7.5	8.5	1	segments	8	segments	8	1	1
8.5	9.5	9 8	segments	9	segments	8	1	601
9.5	10.5	10 8	segments	10	segments	8	1	48
10.5	11.5	11 8	segments	11	segments	8	1	72
11.5	12.5	12 8	segments	12	segments	8	1	96
12.5	13.5	13 8	segments	13	segments	8	1	120
13.5	14.5	14 8	segments	14	segments	8	1	144
14.5	15.5	15 8	segments	15	segments	8	1	168
15.5	16.5	16 8	segments	16	segments	8	1	192
16.5	17.5	17 8	segments	17	segments	8	1	216
17.5	18.5	18 8	segments	18	segments	8	1	240
18.5	19.5	19 8	segments	19	segments	8	1	264
19.5	20.5	20 8	segments	20	segments	8	1	312
20.5	21.5	21 8	segments	21	segments	8	1	336
21.5	22.5	22 8	segments	22	segments	8	1	360
22.5	23.5	23 8	segments	23	segments	8	1	384
23.5	24.5	24 8	segments	24	segments	8	1	408
24.5	25.5	25 8	segments	25	segments	8	1	432
0.5	1.5	1 9	segments	1	segments	9	1	25
1.5	2.5	2 9	segments	2	segments	9	1	289
2.5	3.5	3 9	segments	3	segments	9	1	457
3.5	4.5	4 9	segments	4	segments	9	1	481
4.5	5.5	5 9	segments	5	segments	9	1	505
5.5	6.5	6 9	segments	6	segments	9	1	529
6.5	7.5	7 9	segments	7	segments	9	1	553
7.5	8.5	8 9	segments	8	segments	9	1	577
8.5	9.5	1	segments	9	segments	9	1	1
9.5	10.5	10 9	segments	10	segments	9	1	49
10.5	11.5	11 9	segments	11	segments	9	1	73
11.5	12.5	12 9	segments	12	segments	9	1	97
12.5	13.5	13 9	segments	13	segments	9	1	121
13.5	14.5	14 9	segments	14	segments	9	1	145
14.5	15.5	15 9	segments	15	segments	9	1	169
15.5	16.5	16 9	segments	16	segments	9	1	193
16.5	17.5	17 9	segments	17	segments	9	1	217
17.5	18.5	18 9	segments	18	segments	9	1	241
18.5	19.5	19 9	segments	19	segments	9	1	265
19.5	20.5	20 9	segments	20	segments	9	1	313
20.5	21.5	21 9	segments	21	segments	9	1	337
21.5	22.5	22 9	segments	22	segments	9	1	361
22.5	23.5	23 9	segments	23	segments	9	1	385
23.5	24.5	24 9	segments	24	segments	9	1	409
24.5	25.5	25 9	segments	25	segments	9	1	433
0.5	1.5	1 10	segments	1	segments	10	1	2
1.5	2.5	2 10	segments	2	segments	10	1	267
2.5	3.5	3 10	segments	3	segments	10	1	435
3.5	4.5	4 10	segments	4	segments	10	1	459
4.5	5.5	5 10	segments	5	segments	10	1	483
5.5	6.5	6 10	segments	6	segments	10	1	507
6.5	7.5	7 10	segments	7	segments	10	1	531
7.5	8.5	8 10	segments	8	segments	10	1	555
8.5	9.5	9 10	segments	9	segments	10	1	579
9.5	10.5	1	segments	10	segments	10	1	1
10.5	11.5	11 10	segments	11	segments	10	1	51
11.5	12.5	12 10	segments	12	segments	10	1	75
12.5	13.5	13 10	segments	13	segments	10	1	99
13.5	14.5	14 10	segments	14	segments	10	1	123
14.5	15.5	15 10	segments	15	segments	10	1	147
15.5	16.5	16 10	segments	16	segments	10	1	171
16.5	17.5	17 10	segments	17	segments	10	1	195
17.5	18.5	18 10	segments	18	segments	10	1	219
18.5	19.5	19 10	segments	19	segments	10	1	243
19.5	20.5	20 10	segments	20	segments	10	1	291
20.5	21.5	21 10	segments	21	segments	10	1	315
21.5	22.5	22 10	segments	22	segments	10	1	339
22.5	23.5	23 10	segments	23	segments	10	1	363
23.5	24.5	24 10	segments	24	segments	10	1	387
24.5	25.5	25 10	segments	25	segments	10	1	411
0.5	1.5	1 11	segments	1	segments	11	1	3
1.5	2.5	2 11	segments	2	segments	11	1	268
2.5	3.5	3 11	segments	3	segments	11	1	436
3.5	4.5	4 11	segments	4	segments	11	1	460
4.5	5.5	5 11	segments	5	segments	11	1	484
5.5	6.5	6 11	segments	6	segments	11	1	508
6.5	7.5	7 11	segments	7	segments	11	1	532
7.5	8.5	8 11	segments	8	segments	11	1	556
8.5	9.5	9 11	segments	9	segments	11	1	580
9.5	10.5	10 11	segments	10	segments	11	1	27
10.5	11.5	1	segments	11	segments	11	1	1
11.5	12.5	12 11	segments	12	segments	11	1	76
12.5	13.5	13 11	segments	13	segments	11	1	100
13.5	14.5	14 11	segments	14	segments	11	1	124
14.5	15.5	15 11	segments	15	segments	11	1	148
15.5	16.5	16 11	segments	16	segments	11	1	172
16.5	17.5	17 11	segments	17	segments	11	1	196
17.5	18.5	18 11	segments	18	segments	11	1	220
18.5	19.5	19 11	segments	19	segments	11	1	244
19.5	20.5	20 11	segments	20	segments	11	1	292
20.5	21.5	21 11	segments	21	segments	11	1	316
21.5	22.5	22 11	segments	22	segments	11	1	340
22.5	23.5	23 11	segments	23	segments	11	1	364
23.5	24.5	24 11	segments	24	segments	11	1	388
24.5	25.5	25 11	segments	25	segments	11	1	412
0.5	1.5	1 12	segments	1	segments	12	1	4
1.5	2.5	2 12	segments	2	segments	12	1	269
2.5	3.5	3 12	segments	3	segments	12	1	437
3.5	4.5	4 12	segments	4	segments	12	1	461
4.5	5.5	5 12	segments	5	segments	12	1	485
5.5	6.5	6 12	segments	6	segments	12	1	509
6.5	7.5	7 12	segments	7	segments	12	1	533
7.5	8.5	8 12	segments	8	segments	12	1	557
8.5	9.5	9 12	segments	9	segments	12	1	581
9.5	10.5	10 12	segments	10	segments	12	1	28
10.5	11.5	11 12	segments	11	segments	12	1	52
11.5	12.5	1	segments	12	segments	12	1	1
12.5	13.5	13 12	segments	13	segments	12	1	101
13.5	14.5	14 12	segments	14	segments	12	1	125
14.5	15.5	15 12	segments	15	segments	12	1	149
15.5	16.5	16 12	segments	16	segments	12	1	173
16.5	17.5	17 12	segments	17	segments	12	1	197
17.5	18.5	18 12	segments	18	segments	12	1	221
18.5	19.5	19 12	segments	19	segments	12	1	245
19.5	20.5	20 12	segments	20	segments	12	1	293
20.5	21.5	21 12	segments	21	segments	12	1	317
21.5	22.5	22 12	segments	22	segments	12	1	341
22.5	23.5	23 12	segments	23	segments	12	1	365
23.5	24.5	24 12	segments	24	segments	12	1	389
24.5	25.5	25 12	segments	25	segments	12	1	413
0.5	1.5	1 13	segments	1	segments	13	1	5
1.5	2.5	2 13	segments	2	segments	13	1	270
2.5	3.5	3 13	segments	3	segments	13	1	438
3.5	4.5	4 13	segments	4	segments	13	1	462
4.5	5.5	5 13	segments	5	segments	13	1	486
5.5	6.5	6 13	segments	6	segments	13	1	510
6.5	7.5	7 13	segments	7	segments	13	1	534
7.5	8.5	8 13	segments	8	segments	13	1	558
8.5	9.5	9 13	segments	9	segments	13	1	582
9.5	10.5	10 13	segments	10	segments	13	1	29
10.5	11.5	11 13	segments	11	segments	13	1	53
11.5	12.5	12 13	segments	12	segments	13	1	77
12.5	13.5	1	segments	13	segments	13	1	1
13.5	14.5	14 13	segments	14	segments	13	1	126
14.5	15.5	15 13	segments	15	segments	13	1	150
15.5	16.5	16 13	segments	16	segments	13	1	174
16.5	17.5	17 13	segments	17	segments	13	1	198
17.5	18.5	18 13	segments	18	segments	13	1	222
18.5	19.5	19 13	segments	19	segments	13	1	246
19.5	20.5	20 13	segments	20	segments	13	1	294
20.5	21.5	21 13	segments	21	segments	13	1	318
21.5	22.5	22 13	segments	22	segments	13	1	342
22.5	23.5	23 13	segments	23	segments	13	1	366
23.5	24.5	24 13	segments	24	segments	13	1	390
24.5	25.5	25 13	segments	25	segments	13	1	414
0.5	1.5	1 14	segments	1	segments	14	1	6
1.5	2.5	2 14	segments	2	segments	14	1	271
2.5	3.5	3 14	segments	3	segments	14	1	439
3.5	4.5	4 14	segments	4	segments	14	1	463
4.5	5.5	5 14	segments	5	segments	14	1	487
5.5	6.5	6 14	segments	6	segments	14	1	511
6.5	7.5	7 14	segments	7	segments	14	1	535
7.5	8.5	8 14	segments	8	segments	14	1	559
8.5	9.5	9 14	segments	9	segments	14	1	583
9.5	10.5	10 14	segments	10	segments	14	1	30
10.5	11.5	11 14	segments	11	segments	14	1	54
11.5	12.5	12 14	segments	12	segments	14	1	78
12.5	13.5	13 14	segments	13	segments	14	1	102
13.5	14.5	1	segments	14	segments	14	1	1
14.5	15.5	15 14	segments	15	segments	14	1	151
15.5	16.5	16 14	segments	16	segments	14	1	175
16.5	17.5	17 14	segments	17	segments	14	1	199
17.5	18.5	18 14	segments	18	segments	14	1	223
18.5	19.5	19 14	segments	19	segments	14	1	247
19.5	20.5	20 14	segments	20	segments	14	1	295
20.5	21.5	21 14	segments	21	segments	14	1	319
21.5	22.5	22 14	segments	22	segments	14	1	343
22.5	23.5	23 14	segments	23	segments	14	1	367
23.5	24.5	24 14	segments	24	segments	14	1	391
24.5	25.5	25 14	segments	25	segments	14	1	415
0.5	1.5	1 15	segments	1	segments	15	1	7
1.5	2.5	2 15	segments	2	segments	15	1	272
2.5	3.5	3 15	segments	3	segments	15	1	440
3.5	4.5	4 15	segments	4	segments	15	1	464
4.5	5.5	5 15	segments	5	segments	15	1	488
5.5	6.5	6 15	segments	6	segments	15	1	512
6.5	7.5	7 15	segments	7	segments	15	1	536
7.5	8.5	8 15	segments	8	segments	15	1	560
8.5	9.5	9 15	segments	9	segments	15	1	584
9.5	10.5	10 15	segments	10	segments	15	1	31
10.5	11.5	11 15	segments	11	segments	15	1	55
11.5	12.5	12 15	segments	12	segments	15	1	79
12.5	13.5	13 15	segments	13	segments	15	1	103
13.5	14.5	14 15	segments	14	segments	15	1	127
14.5	15.5	1	segments	15	segments	15	1	1
15.5	16.5	16 15	segments	16	segments	15	1	176
16.5	17.5	17 15	segments	17	segments	15	1	200
17.5	18.5	18 15	segments	18	segments	15	1	224
18.5	19.5	19 15	segments	19	segments	15	1	248
19.5	20.5	20 15	segments	20	segments	15	1	296
20.5	21.5	21 15	segments	21	segments	15	1	320
21.5	22.5	22 15	segments	22	segments	15	1	344
22.5	23.5	23 15	segments	23	segments	15	1	368
23.5	24.5	24 15	segments	24	segments	15	1	392
24.5	25.5	25 15	segments	25	segments	15	1	416
0.5	1.5	1 16	segments	1	segments	16	1	8
1.5	2.5	2 16	segments	2	segments	16	1	273
2.5	3.5	3 16	segments	3	segments	16	1	441
3.5	4.5	4 16	segments	4	segments	16	1	465
4.5	5.5	5 16	segments	5	segments	16	1	489
5.5	6.5	6 16	segments	6	segments	16	1	513
6.5	7.5	7 16	segments	7	segments	16	1	537
7.5	8.5	8 16	segments	8	segments	16	1	561
8.5	9.5	9 16	segments	9	segments	16	1	585
9.5	10.5	10 16	segments	10	segments	16	1	32
10.5	11.5	11 16	segments	11	segments	16	1	56
11.5	12.5	12 16	segments	12	segments	16	1	80
12.5	13.5	13 16	segments	13	segments	16	1	104
13.5	14.5	14 16	segments	14	segments	16	1	128
14.5	15.5	15 16	segments	15	segments	16	1	152
15.5	16.5	1	segments	16	segments	16	1	1
16.5	17.5	17 16	segments	17	segments	16	1	201
17.5	18.5	18 16	segments	18	segments	16	1	225
18.5	19.5	19 16	segments	19	segments	16	1	249
19.5	20.5	20 16	segments	20	segments	16	1	297
20.5	21.5	21 16	segments	21	segments	16	1	321
21.5	22.5	22 16	segments	22	segments	16	1	345
22.5	23.5	23 16	segments	23	segments	16	1	369
23.5	24.5	24 16	segments	24	segments	16	1	393
24.5	25.5	25 16	segments	25	segments	16	1	417
0.5	1.5	1 17	segments	1	segments	17	1	9
1.5	2.5	2 17	segments	2	segments	17	1	274
2.5	3.5	3 17	segments	3	segments	17	1	442
3.5	4.5	4 17	segments	4	segments	17	1	466
4.5	5.5	5 17	segments	5	segments	17	1	490
5.5	6.5	6 17	segments	6	segments	17	1	514
6.5	7.5	7 17	segments	7	segments	17	1	538
7.5	8.5	8 17	segments	8	segments	17	1	562
8.5	9.5	9 17	segments	9	segments	17	1	586
9.5	10.5	10 17	segments	10	segments	17	1	33
10.5	11.5	11 17	segments	11	segments	17	1	57
11.5	12.5	12 17	segments	12	segments	17	1	81
12.5	13.5	13 17	segments	13	segments	17	1	105
13.5	14.5	14 17	segments	14	segments	17	1	129
14.5	15.5	15 17	segments	15	segments	17	1	153
15.5	16.5	16 17	segments	16	segments	17	1	177
16.5	17.5	1	segments	17	segments	17	1	1
17.5	18.5	18 17	segments	18	segments	17	1	226
18.5	19.5	19 17	segments	19	segments	17	1	250
19.5	20.5	20 17	segments	20	segments	17	1	298
20.5	21.5	21 17	segments	21	segments	17	1	322
21.5	22.5	22 17	segments	22	segments	17	1	346
22.5	23.5	23 17	segments	23	segments	17	1	370
23.5	24.5	24 17	segments	24	segments	17	1	394
24.5	25.5	25 17	segments	25	segments	17	1	418
0.5	1.5	1 18	segments	1	segments	18	1	10
1.5	2.5	2 18	segments	2	segments	18	1	275
2.5	3.5	3 18	segments	3	segments	18	1	443
3.5	4.5	4 18	segments	4	segments	18	1	467
4.5	5.5	5 18	segments	5	segments	18	1	491
5.5	6.5	6 18	segments	6	segments	18	1	515
6.5	7.5	7 18	segments	7	segments	18	1	539
7.5	8.5	8 18	segments	8	segments	18	1	563
8.5	9.5	9 18	segments	9	segments	18	1	587
9.5	10.5	10 18	segments	10	segments	18	1	34
10.5	11.5	11 18	segments	11	segments	18	1	58
11.5	12.5	12 18	segments	12	segments	18	1	82
12.5	13.5	13 18	segments	13	segments	18	1	106
13.5	14.5	14 18	segments	14	segments	18	1	130
14.5	15.5	15 18	segments	15	segments	18	1	154
15.5	16.5	16 18	segments	16	segments	18	1	178
16.5	17.5	17 18	segments	17	segments	18	1	202
17.5	18.5	1	segments	18	segments	18	1	1
18.5	19.5	19 18	segments	19	segments	18	1	251
19.5	20.5	20 18	segments	20	segments	18	1	299
20.5	21.5	21 18	segments	21	segments	18	1	323
21.5	22.5	22 18	segments	22	segments	18	1	347
22.5	23.5	23 18	segments	23	segments	18	1	371
23.5	24.5	24 18	segments	24	segments	18	1	395
24.5	25.5	25 18	segments	25	segments	18	1	419
0.5	1.5	1 19	segments	1	segments	19	1	11
1.5	2.5	2 19	segments	2	segments	19	1	276
2.5	3.5	3 19	segments	3	segments	19	1	444
3.5	4.5	4 19	segments	4	segments	19	1	468
4.5	5.5	5 19	segments	5	segments	19	1	492
5.5	6.5	6 19	segments	6	segments	19	1	516
6.5	7.5	7 19	segments	7	segments	19	1	540
7.5	8.5	8 19	segments	8	segments	19	1	564
8.5	9.5	9 19	segments	9	segments	19	1	588
9.5	10.5	10 19	segments	10	segments	19	1	35
10.5	11.5	11 19	segments	11	segments	19	1	59
11.5	12.5	12 19	segments	12	segments	19	1	83
12.5	13.5	13 19	segments	13	segments	19	1	107
13.5	14.5	14 19	segments	14	segments	19	1	131
14.5	15.5	15 19	segments	15	segments	19	1	155
15.5	16.5	16 19	segments	16	segments	19	1	179
16.5	17.5	17 19	segments	17	segments	19	1	203
17.5	18.5	18 19	segments	18	segments	19	1	227
18.5	19.5	1	segments	19	segments	19	1	1
19.5	20.5	20 19	segments	20	segments	19	1	300
20.5	21.5	21 19	segments	21	segments	19	1	324
21.5	22.5	22 19	segments	22	segments	19	1	348
22.5	23.5	23 19	segments	23	segments	19	1	372
23.5	24.5	24 19	segments	24	segments	19	1	396
24.5	25.5	25 19	segments	25	segments	19	1	420
0.5	1.5	1 20	segments	1	segments	20	1	13
1.5	2.5	2 20	segments	2	segments	20	1	277
2.5	3.5	3 20	segments	3	segments	20	1	446
3.5	4.5	4 20	segments	4	segments	20	1	470
4.5	5.5	5 20	segments	5	segments	20	1	494
5.5	6.5	6 20	segments	6	segments	20	1	518
6.5	7.5	7 20	segments	7	segments	20	1	542
7.5	8.5	8 20	segments	8	segments	20	1	566
8.5	9.5	9 20	segments	9	segments	20	1	590
9.5	10.5	10 20	segments	10	segments	20	1	37
10.5	11.5	11 20	segments	11	segments	20	1	61
11.5	12.5	12 20	segments	12	segments	20	1	85
12.5	13.5	13 20	segments	13	segments	20	1	109
13.5	14.5	14 20	segments	14	segments	20	1	133
14.5	15.5	15 20	segments	15	segments	20	1	157
15.5	16.5	16 20	segments	16	segments	20	1	181
16.5	17.5	17 20	segments	17	segments	20	1	205
17.5	18.5	18 20	segments	18	segments	20	1	229
18.5	19.5	19 20	segments	19	segments	20	1	253
19.5	20.5	1	segments	20	segments	20	1	1
20.5	21.5	21 20	segments	21	segments	20	1	326
21.5	22.5	22 20	segments	22	segments	20	1	350
22.5	23.5	23 20	segments	23	segments	20	1	374
23.5	24.5	24 20	segments	24	segments	20	1	398
24.5	25.5	25 20	segments	25	segments	20	1	422
0.5	1.5	1 21	segments	1	segments	21	1	14
1.5	2.5	2 21	segments	2	segments	21	1	278
2.5	3.5	3 21	segments	3	segments	21	1	447
3.5	4.5	4 21	segments	4	segments	21	1	471
4.5	5.5	5 21	segments	5	segments	21	1	495
5.5	6.5	6 21	segments	6	segments	21	1	519
6.5	7.5	7 21	segments	7	segments	21	1	543
7.5	8.5	8 21	segments	8	segments	21	1	567
8.5	9.5	9 21	segments	9	segments	21	1	591
9.5	10.5	10 21	segments	10	segments	21	1	38
10.5	11.5	11 21	segments	11	segments	21	1	62
11.5	12.5	12 21	segments	12	segments	21	1	86
12.5	13.5	13 21	segments	13	segments	21	1	110
13.5	14.5	14 21	segments	14	segments	21	1	134
14.5	15.5	15 21	segments	15	segments	21	1	158
15.5	16.5	16 21	segments	16	segments	21	1	182
16.5	17.5	17 21	segments	17	segments	21	1	206
17.5	18.5	18 21	segments	18	segments	21	1	230
18.5	19.5	19 21	segments	19	segments	21	1	254
19.5	20.5	20 21	segments	20	segments	21	1	302
20.5	21.5	1	segments	21	segments	21	1	1
21.5	22.5	22 21	segments	22	segments	21	1	351
22.5	23.5	23 21	segments	23	segments	21	1	375
23.5	24.5	24 21	segments	24	segments	21	1	399
24.5	25.5	25 21	segments	25	segments	21	1	423
0.5	1.5	1 22	segments	1	segments	22	1	15
1.5	2.5	2 22	segments	2	segments	22	1	279
2.5	3.5	3 22	segments	3	segments	22	1	448
3.5	4.5	4 22	segments	4	segments	22	1	472
4.5	5.5	5 22	segments	5	segments	22	1	496
5.5	6.5	6 22	segments	6	segments	22	1	520
6.5	7.5	7 22	segments	7	segments	22	1	544
7.5	8.5	8 22	segments	8	segments	22	1	568
8.5	9.5	9 22	segments	9	segments	22	1	592
9.5	10.5	10 22	segments	10	segments	22	1	39
10.5	11.5	11 22	segments	11	segments	22	1	63
