x	key	group
0.5	1	1
1.5	1	2
1.5	1	3
2.5	1	4
2.5	1	5
3.5	1	6
3.5	1	7
4.5	1	8
4.5	1	9
5.5	1	10
5.5	1	11
6.5	1	12
6.5	1	13
7.5	1	14
7.5	1	15
8.5	1	16
8.5	1	17
9.5	1	18
9.5	1	19
10.5	1	20
10.5	1	21
11.5	1	22
11.5	1	23
12.5	1	24
12.5	1	25
13.5	1	26
13.5	1	27
14.5	1	28
14.5	1	29
15.5	1	30
15.5	1	31
16.5	1	32
16.5	1	33
17.5	1	34
17.5	1	35
18.5	1	36
18.5	1	37
19.5	1	38
19.5	1	39
20.5	1	40
20.5	1	41
21.5	1	42
21.5	1	43
22.5	1	44
22.5	1	45
23.5	1	46
23.5	1	47
24.5	1	48
24.5	1	49
25.5	1	50
25.5	1	51
26.5	1	52
26.5	1	53
27.5	1	54
27.5	1	55
28.5	1	56
28.5	1	57
29.5	1	58
29.5	1	59
30.5	1	60
30.5	1	61
31.5	1	62
31.5	1	63
32.5	1	64
32.5	1	65
33.5	1	66
33.5	1	67
34.5	1	68
34.5	1	69
35.5	1	70
35.5	1	71
36.5	1	72
36.5	1	73
37.5	1	74
37.5	1	75
38.5	1	76
38.5	1	77
39.5	1	78
39.5	1	79
40.5	1	80
40.5	1	81
41.5	1	82
41.5	1	83
42.5	1	84
42.5	1	85
43.5	1	86
43.5	1	87
44.5	1	88
44.5	1	89
45.5	1	90
45.5	1	91
46.5	1	92
46.5	1	93
47.5	1	94
47.5	1	95
48.5	1	96
48.5	1	97
49.5	1	98
49.5	1	99
50.5	1	100
