fill	x	y	PANEL	group	xmin	xmax	ymin	ymax
#BFBFBF	24	9	1	-1	23.5	24.5	8.5	9.5
#BFBFBF	25	9	1	-1	24.5	25.5	8.5	9.5
#000000	1	10	1	-1	0.5	1.5	9.5	10.5
#999999	2	10	1	-1	1.5	2.5	9.5	10.5
#FFFFFF	3	10	1	-1	2.5	3.5	9.5	10.5
#999999	4	10	1	-1	3.5	4.5	9.5	10.5
#B1B1B1	5	10	1	-1	4.5	5.5	9.5	10.5
#A6A6A6	6	10	1	-1	5.5	6.5	9.5	10.5
#AFAFAF	7	10	1	-1	6.5	7.5	9.5	10.5
#B0B0B0	8	10	1	-1	7.5	8.5	9.5	10.5
#A7A7A7	9	10	1	-1	8.5	9.5	9.5	10.5
#CACACA	10	10	1	-1	9.5	10.5	9.5	10.5
#CACACA	11	10	1	-1	10.5	11.5	9.5	10.5
#C9C9C9	12	10	1	-1	11.5	12.5	9.5	10.5
#C8C8C8	13	10	1	-1	12.5	13.5	9.5	10.5
#C8C8C8	14	10	1	-1	13.5	14.5	9.5	10.5
#C8C8C8	15	10	1	-1	14.5	15.5	9.5	10.5
#C8C8C8	16	10	1	-1	15.5	16.5	9.5	10.5
#C8C8C8	17	10	1	-1	16.5	17.5	9.5	10.5
#C8C8C8	18	10	1	-1	17.5	18.5	9.5	10.5
#C7C7C7	19	10	1	-1	18.5	19.5	9.5	10.5
#C8C8C8	20	10	1	-1	19.5	20.5	9.5	10.5
#C9C9C9	21	10	1	-1	20.5	21.5	9.5	10.5
#C9C9C9	22	10	1	-1	21.5	22.5	9.5	10.5
#C9C9C9	23	10	1	-1	22.5	23.5	9.5	10.5
#CBCBCB	24	10	1	-1	23.5	24.5	9.5	10.5
#CBCBCB	25	10	1	-1	24.5	25.5	9.5	10.5
#000000	1	31	1	-1	0.5	1.5	30.5	31.5
#9F9F9F	2	31	1	-1	1.5	2.5	30.5	31.5
#6E6E6E	3	31	1	-1	2.5	3.5	30.5	31.5
#DFDFDF	4	31	1	-1	3.5	4.5	30.5	31.5
#FFFFFF	5	31	1	-1	4.5	5.5	30.5	31.5
#F6F6F6	6	31	1	-1	5.5	6.5	30.5	31.5
#F6F6F6	7	31	1	-1	6.5	7.5	30.5	31.5
#F5F5F5	8	31	1	-1	7.5	8.5	30.5	31.5
#F4F4F4	9	31	1	-1	8.5	9.5	30.5	31.5
#EDEDED	10	31	1	-1	9.5	10.5	30.5	31.5
#EFEFEF	11	31	1	-1	10.5	11.5	30.5	31.5
#EEEEEE	12	31	1	-1	11.5	12.5	30.5	31.5
#FBFBFB	13	31	1	-1	12.5	13.5	30.5	31.5
#FBFBFB	14	31	1	-1	13.5	14.5	30.5	31.5
#FBFBFB	15	31	1	-1	14.5	15.5	30.5	31.5
#FBFBFB	16	31	1	-1	15.5	16.5	30.5	31.5
#FBFBFB	17	31	1	-1	16.5	17.5	30.5	31.5
#FCFCFC	18	31	1	-1	17.5	18.5	30.5	31.5
#FAFAFA	19	31	1	-1	18.5	19.5	30.5	31.5
#FAFAFA	20	31	1	-1	19.5	20.5	30.5	31.5
#FBFBFB	21	31	1	-1	20.5	21.5	30.5	31.5
#FAFAFA	22	31	1	-1	21.5	22.5	30.5	31.5
#FBFBFB	23	31	1	-1	22.5	23.5	30.5	31.5
#FBFBFB	24	31	1	-1	23.5	24.5	30.5	31.5
#FBFBFB	25	31	1	-1	24.5	25.5	30.5	31.5
#000000	1	32	1	-1	0.5	1.5	31.5	32.5
#595959	2	32	1	-1	1.5	2.5	31.5	32.5
#939393	3	32	1	-1	2.5	3.5	31.5	32.5
#B5B5B5	4	32	1	-1	3.5	4.5	31.5	32.5
#FFFFFF	5	32	1	-1	4.5	5.5	31.5	32.5
#FAFAFA	6	32	1	-1	5.5	6.5	31.5	32.5
#FAFAFA	7	32	1	-1	6.5	7.5	31.5	32.5
#FAFAFA	8	32	1	-1	7.5	8.5	31.5	32.5
#FAFAFA	9	32	1	-1	8.5	9.5	31.5	32.5
#F7F7F7	10	32	1	-1	9.5	10.5	31.5	32.5
#F7F7F7	11	32	1	-1	10.5	11.5	31.5	32.5
#F6F6F6	12	32	1	-1	11.5	12.5	31.5	32.5
#F2F2F2	13	32	1	-1	12.5	13.5	31.5	32.5
#F1F1F1	14	32	1	-1	13.5	14.5	31.5	32.5
#F1F1F1	15	32	1	-1	14.5	15.5	31.5	32.5
#F0F0F0	16	32	1	-1	15.5	16.5	31.5	32.5
#F1F1F1	17	32	1	-1	16.5	17.5	31.5	32.5
#F1F1F1	18	32	1	-1	17.5	18.5	31.5	32.5
#F2F2F2	19	32	1	-1	18.5	19.5	31.5	32.5
#F1F1F1	20	32	1	-1	19.5	20.5	31.5	32.5
#F1F1F1	21	32	1	-1	20.5	21.5	31.5	32.5
#F1F1F1	22	32	1	-1	21.5	22.5	31.5	32.5
#F1F1F1	23	32	1	-1	22.5	23.5	31.5	32.5
#F1F1F1	24	32	1	-1	23.5	24.5	31.5	32.5
#F1F1F1	25	32	1	-1	24.5	25.5	31.5	32.5
#000000	1	1	1	-1	0.5	1.5	0.5	1.5
#FFFFFF	2	1	1	-1	1.5	2.5	0.5	1.5
#A6A6A6	3	1	1	-1	2.5	3.5	0.5	1.5
#C3C3C3	4	1	1	-1	3.5	4.5	0.5	1.5
#E2E2E2	5	1	1	-1	4.5	5.5	0.5	1.5
#E1E1E1	6	1	1	-1	5.5	6.5	0.5	1.5
#DADADA	7	1	1	-1	6.5	7.5	0.5	1.5
#D7D7D7	8	1	1	-1	7.5	8.5	0.5	1.5
#DFDFDF	9	1	1	-1	8.5	9.5	0.5	1.5
#DEDEDE	10	1	1	-1	9.5	10.5	0.5	1.5
#DEDEDE	11	1	1	-1	10.5	11.5	0.5	1.5
#DCDCDC	12	1	1	-1	11.5	12.5	0.5	1.5
#D7D7D7	13	1	1	-1	12.5	13.5	0.5	1.5
#D7D7D7	14	1	1	-1	13.5	14.5	0.5	1.5
#D7D7D7	15	1	1	-1	14.5	15.5	0.5	1.5
#D7D7D7	16	1	1	-1	15.5	16.5	0.5	1.5
#D7D7D7	17	1	1	-1	16.5	17.5	0.5	1.5
#D7D7D7	18	1	1	-1	17.5	18.5	0.5	1.5
#D8D8D8	19	1	1	-1	18.5	19.5	0.5	1.5
#D8D8D8	20	1	1	-1	19.5	20.5	0.5	1.5
#DDDDDD	21	1	1	-1	20.5	21.5	0.5	1.5
#DDDDDD	22	1	1	-1	21.5	22.5	0.5	1.5
#DDDDDD	23	1	1	-1	22.5	23.5	0.5	1.5
#DDDDDD	24	1	1	-1	23.5	24.5	0.5	1.5
#DDDDDD	25	1	1	-1	24.5	25.5	0.5	1.5
#000000	1	74	1	-1	0.5	1.5	73.5	74.5
#414141	2	74	1	-1	1.5	2.5	73.5	74.5
#9D9D9D	3	74	1	-1	2.5	3.5	73.5	74.5
#D5D5D5	4	74	1	-1	3.5	4.5	73.5	74.5
#FEFEFE	5	74	1	-1	4.5	5.5	73.5	74.5
#FCFCFC	6	74	1	-1	5.5	6.5	73.5	74.5
#FFFFFF	7	74	1	-1	6.5	7.5	73.5	74.5
#FFFFFF	8	74	1	-1	7.5	8.5	73.5	74.5
#FEFEFE	9	74	1	-1	8.5	9.5	73.5	74.5
#E8E8E8	10	74	1	-1	9.5	10.5	73.5	74.5
#DEDEDE	11	74	1	-1	10.5	11.5	73.5	74.5
#DEDEDE	12	74	1	-1	11.5	12.5	73.5	74.5
#DDDDDD	13	74	1	-1	12.5	13.5	73.5	74.5
#DCDCDC	14	74	1	-1	13.5	14.5	73.5	74.5
#DFDFDF	15	74	1	-1	14.5	15.5	73.5	74.5
#DFDFDF	16	74	1	-1	15.5	16.5	73.5	74.5
#DDDDDD	17	74	1	-1	16.5	17.5	73.5	74.5
#DDDDDD	18	74	1	-1	17.5	18.5	73.5	74.5
#DADADA	19	74	1	-1	18.5	19.5	73.5	74.5
#DADADA	20	74	1	-1	19.5	20.5	73.5	74.5
#DCDCDC	21	74	1	-1	20.5	21.5	73.5	74.5
#DCDCDC	22	74	1	-1	21.5	22.5	73.5	74.5
#DDDDDD	23	74	1	-1	22.5	23.5	73.5	74.5
#DDDDDD	24	74	1	-1	23.5	24.5	73.5	74.5
#DDDDDD	25	74	1	-1	24.5	25.5	73.5	74.5
#000000	1	33	1	-1	0.5	1.5	32.5	33.5
#898989	2	33	1	-1	1.5	2.5	32.5	33.5
#ABABAB	3	33	1	-1	2.5	3.5	32.5	33.5
#BCBCBC	4	33	1	-1	3.5	4.5	32.5	33.5
#FFFFFF	5	33	1	-1	4.5	5.5	32.5	33.5
#FFFFFF	6	33	1	-1	5.5	6.5	32.5	33.5
#FFFFFF	7	33	1	-1	6.5	7.5	32.5	33.5
#E1E1E1	8	33	1	-1	7.5	8.5	32.5	33.5
#DFDFDF	9	33	1	-1	8.5	9.5	32.5	33.5
#E0E0E0	10	33	1	-1	9.5	10.5	32.5	33.5
#E0E0E0	11	33	1	-1	10.5	11.5	32.5	33.5
#E0E0E0	12	33	1	-1	11.5	12.5	32.5	33.5
#E0E0E0	13	33	1	-1	12.5	13.5	32.5	33.5
#DFDFDF	14	33	1	-1	13.5	14.5	32.5	33.5
#DFDFDF	15	33	1	-1	14.5	15.5	32.5	33.5
#DFDFDF	16	33	1	-1	15.5	16.5	32.5	33.5
#DFDFDF	17	33	1	-1	16.5	17.5	32.5	33.5
#DFDFDF	18	33	1	-1	17.5	18.5	32.5	33.5
#E0E0E0	19	33	1	-1	18.5	19.5	32.5	33.5
#E6E6E6	20	33	1	-1	19.5	20.5	32.5	33.5
#E5E5E5	21	33	1	-1	20.5	21.5	32.5	33.5
#E5E5E5	22	33	1	-1	21.5	22.5	32.5	33.5
#E5E5E5	23	33	1	-1	22.5	23.5	32.5	33.5
#E5E5E5	24	33	1	-1	23.5	24.5	32.5	33.5
#E5E5E5	25	33	1	-1	24.5	25.5	32.5	33.5
#000000	1	11	1	-1	0.5	1.5	10.5	11.5
#8E8E8E	2	11	1	-1	1.5	2.5	10.5	11.5
#FFFFFF	3	11	1	-1	2.5	3.5	10.5	11.5
#C7C7C7	4	11	1	-1	3.5	4.5	10.5	11.5
#EBEBEB	5	11	1	-1	4.5	5.5	10.5	11.5
#EAEAEA	6	11	1	-1	5.5	6.5	10.5	11.5
#E2E2E2	7	11	1	-1	6.5	7.5	10.5	11.5
#DDDDDD	8	11	1	-1	7.5	8.5	10.5	11.5
#DEDEDE	9	11	1	-1	8.5	9.5	10.5	11.5
#ECECEC	10	11	1	-1	9.5	10.5	10.5	11.5
#ECECEC	11	11	1	-1	10.5	11.5	10.5	11.5
#ECECEC	12	11	1	-1	11.5	12.5	10.5	11.5
#ECECEC	13	11	1	-1	12.5	13.5	10.5	11.5
#ECECEC	14	11	1	-1	13.5	14.5	10.5	11.5
#ECECEC	15	11	1	-1	14.5	15.5	10.5	11.5
#ECECEC	16	11	1	-1	15.5	16.5	10.5	11.5
#EBEBEB	17	11	1	-1	16.5	17.5	10.5	11.5
#EBEBEB	18	11	1	-1	17.5	18.5	10.5	11.5
#EBEBEB	19	11	1	-1	18.5	19.5	10.5	11.5
#EAEAEA	20	11	1	-1	19.5	20.5	10.5	11.5
#EAEAEA	21	11	1	-1	20.5	21.5	10.5	11.5
#EAEAEA	22	11	1	-1	21.5	22.5	10.5	11.5
#EAEAEA	23	11	1	-1	22.5	23.5	10.5	11.5
#EAEAEA	24	11	1	-1	23.5	24.5	10.5	11.5
#EAEAEA	25	11	1	-1	24.5	25.5	10.5	11.5
#000000	1	72	1	-1	0.5	1.5	71.5	72.5
#151515	2	72	1	-1	1.5	2.5	71.5	72.5
#646464	3	72	1	-1	2.5	3.5	71.5	72.5
#9B9B9B	4	72	1	-1	3.5	4.5	71.5	72.5
#F8F8F8	5	72	1	-1	4.5	5.5	71.5	72.5
#FFFFFF	6	72	1	-1	5.5	6.5	71.5	72.5
#FFFFFF	7	72	1	-1	6.5	7.5	71.5	72.5
#FFFFFF	8	72	1	-1	7.5	8.5	71.5	72.5
#FBFBFB	9	72	1	-1	8.5	9.5	71.5	72.5
#FEFEFE	10	72	1	-1	9.5	10.5	71.5	72.5
#F8F8F8	11	72	1	-1	10.5	11.5	71.5	72.5
#F6F6F6	12	72	1	-1	11.5	12.5	71.5	72.5
#F2F2F2	13	72	1	-1	12.5	13.5	71.5	72.5
#F1F1F1	14	72	1	-1	13.5	14.5	71.5	72.5
#F2F2F2	15	72	1	-1	14.5	15.5	71.5	72.5
#E7E7E7	16	72	1	-1	15.5	16.5	71.5	72.5
#E8E8E8	17	72	1	-1	16.5	17.5	71.5	72.5
#E8E8E8	18	72	1	-1	17.5	18.5	71.5	72.5
#E7E7E7	19	72	1	-1	18.5	19.5	71.5	72.5
#E6E6E6	20	72	1	-1	19.5	20.5	71.5	72.5
#E5E5E5	21	72	1	-1	20.5	21.5	71.5	72.5
#E5E5E5	22	72	1	-1	21.5	22.5	71.5	72.5
#E5E5E5	23	72	1	-1	22.5	23.5	71.5	72.5
#E5E5E5	24	72	1	-1	23.5	24.5	71.5	72.5
#E5E5E5	25	72	1	-1	24.5	25.5	71.5	72.5
#000000	1	12	1	-1	0.5	1.5	11.5	12.5
#616161	2	12	1	-1	1.5	2.5	11.5	12.5
#FFFFFF	3	12	1	-1	2.5	3.5	11.5	12.5
#B1B1B1	4	12	1	-1	3.5	4.5	11.5	12.5
#E0E0E0	5	12	1	-1	4.5	5.5	11.5	12.5
#DDDDDD	6	12	1	-1	5.5	6.5	11.5	12.5
#DCDCDC	7	12	1	-1	6.5	7.5	11.5	12.5
#DBDBDB	8	12	1	-1	7.5	8.5	11.5	12.5
#DADADA	9	12	1	-1	8.5	9.5	11.5	12.5
#E0E0E0	10	12	1	-1	9.5	10.5	11.5	12.5
#DEDEDE	11	12	1	-1	10.5	11.5	11.5	12.5
#DDDDDD	12	12	1	-1	11.5	12.5	11.5	12.5
#C9C9C9	13	12	1	-1	12.5	13.5	11.5	12.5
#C8C8C8	14	12	1	-1	13.5	14.5	11.5	12.5
#C8C8C8	15	12	1	-1	14.5	15.5	11.5	12.5
#C7C7C7	16	12	1	-1	15.5	16.5	11.5	12.5
#C7C7C7	17	12	1	-1	16.5	17.5	11.5	12.5
#C7C7C7	18	12	1	-1	17.5	18.5	11.5	12.5
#C7C7C7	19	12	1	-1	18.5	19.5	11.5	12.5
#C8C8C8	20	12	1	-1	19.5	20.5	11.5	12.5
#C8C8C8	21	12	1	-1	20.5	21.5	11.5	12.5
#C8C8C8	22	12	1	-1	21.5	22.5	11.5	12.5
#C8C8C8	23	12	1	-1	22.5	23.5	11.5	12.5
#C8C8C8	24	12	1	-1	23.5	24.5	11.5	12.5
#C8C8C8	25	12	1	-1	24.5	25.5	11.5	12.5
#000000	1	34	1	-1	0.5	1.5	33.5	34.5
#5F5F5F	2	34	1	-1	1.5	2.5	33.5	34.5
#FCFCFC	3	34	1	-1	2.5	3.5	33.5	34.5
#B9B9B9	4	34	1	-1	3.5	4.5	33.5	34.5
#FFFFFF	5	34	1	-1	4.5	5.5	33.5	34.5
#EBEBEB	6	34	1	-1	5.5	6.5	33.5	34.5
#EBEBEB	7	34	1	-1	6.5	7.5	33.5	34.5
#EBEBEB	8	34	1	-1	7.5	8.5	33.5	34.5
#EBEBEB	9	34	1	-1	8.5	9.5	33.5	34.5
#ECECEC	10	34	1	-1	9.5	10.5	33.5	34.5
#E5E5E5	11	34	1	-1	10.5	11.5	33.5	34.5
#E5E5E5	12	34	1	-1	11.5	12.5	33.5	34.5
#E5E5E5	13	34	1	-1	12.5	13.5	33.5	34.5
#E5E5E5	14	34	1	-1	13.5	14.5	33.5	34.5
#E5E5E5	15	34	1	-1	14.5	15.5	33.5	34.5
#E4E4E4	16	34	1	-1	15.5	16.5	33.5	34.5
#E9E9E9	17	34	1	-1	16.5	17.5	33.5	34.5
#DDDDDD	18	34	1	-1	17.5	18.5	33.5	34.5
#DDDDDD	19	34	1	-1	18.5	19.5	33.5	34.5
#DEDEDE	20	34	1	-1	19.5	20.5	33.5	34.5
#DEDEDE	21	34	1	-1	20.5	21.5	33.5	34.5
#DEDEDE	22	34	1	-1	21.5	22.5	33.5	34.5
#DEDEDE	23	34	1	-1	22.5	23.5	33.5	34.5
#DEDEDE	24	34	1	-1	23.5	24.5	33.5	34.5
#DEDEDE	25	34	1	-1	24.5	25.5	33.5	34.5
#000000	1	86	1	-1	0.5	1.5	85.5	86.5
#5C5C5C	2	86	1	-1	1.5	2.5	85.5	86.5
#A0A0A0	3	86	1	-1	2.5	3.5	85.5	86.5
#E2E2E2	4	86	1	-1	3.5	4.5	85.5	86.5
#FAFAFA	5	86	1	-1	4.5	5.5	85.5	86.5
#F9F9F9	6	86	1	-1	5.5	6.5	85.5	86.5
#FCFCFC	7	86	1	-1	6.5	7.5	85.5	86.5
#FAFAFA	8	86	1	-1	7.5	8.5	85.5	86.5
#FBFBFB	9	86	1	-1	8.5	9.5	85.5	86.5
#FFFFFF	10	86	1	-1	9.5	10.5	85.5	86.5
#F5F5F5	11	86	1	-1	10.5	11.5	85.5	86.5
#EAEAEA	12	86	1	-1	11.5	12.5	85.5	86.5
#EAEAEA	13	86	1	-1	12.5	13.5	85.5	86.5
#EBEBEB	14	86	1	-1	13.5	14.5	85.5	86.5
#EBEBEB	15	86	1	-1	14.5	15.5	85.5	86.5
#EAEAEA	16	86	1	-1	15.5	16.5	85.5	86.5
#EAEAEA	17	86	1	-1	16.5	17.5	85.5	86.5
#EAEAEA	18	86	1	-1	17.5	18.5	85.5	86.5
#EAEAEA	19	86	1	-1	18.5	19.5	85.5	86.5
#EBEBEB	20	86	1	-1	19.5	20.5	85.5	86.5
#EBEBEB	21	86	1	-1	20.5	21.5	85.5	86.5
#EBEBEB	22	86	1	-1	21.5	22.5	85.5	86.5
#EAEAEA	23	86	1	-1	22.5	23.5	85.5	86.5
#EBEBEB	24	86	1	-1	23.5	24.5	85.5	86.5
#EBEBEB	25	86	1	-1	24.5	25.5	85.5	86.5
#000000	1	35	1	-1	0.5	1.5	34.5	35.5
#383838	2	35	1	-1	1.5	2.5	34.5	35.5
#8A8A8A	3	35	1	-1	2.5	3.5	34.5	35.5
#727272	4	35	1	-1	3.5	4.5	34.5	35.5
#FFFFFF	5	35	1	-1	4.5	5.5	34.5	35.5
#E6E6E6	6	35	1	-1	5.5	6.5	34.5	35.5
#E5E5E5	7	35	1	-1	6.5	7.5	34.5	35.5
#E5E5E5	8	35	1	-1	7.5	8.5	34.5	35.5
#E5E5E5	9	35	1	-1	8.5	9.5	34.5	35.5
#D1D1D1	10	35	1	-1	9.5	10.5	34.5	35.5
#CFCFCF	11	35	1	-1	10.5	11.5	34.5	35.5
#CFCFCF	12	35	1	-1	11.5	12.5	34.5	35.5
#CFCFCF	13	35	1	-1	12.5	13.5	34.5	35.5
#D0D0D0	14	35	1	-1	13.5	14.5	34.5	35.5
#D0D0D0	15	35	1	-1	14.5	15.5	34.5	35.5
#D1D1D1	16	35	1	-1	15.5	16.5	34.5	35.5
#D2D2D2	17	35	1	-1	16.5	17.5	34.5	35.5
#D2D2D2	18	35	1	-1	17.5	18.5	34.5	35.5
#D2D2D2	19	35	1	-1	18.5	19.5	34.5	35.5
#D2D2D2	20	35	1	-1	19.5	20.5	34.5	35.5
#D2D2D2	21	35	1	-1	20.5	21.5	34.5	35.5
#D2D2D2	22	35	1	-1	21.5	22.5	34.5	35.5
#D2D2D2	23	35	1	-1	22.5	23.5	34.5	35.5
#D2D2D2	24	35	1	-1	23.5	24.5	34.5	35.5
#D2D2D2	25	35	1	-1	24.5	25.5	34.5	35.5
#000000	1	36	1	-1	0.5	1.5	35.5	36.5
#7C7C7C	2	36	1	-1	1.5	2.5	35.5	36.5
#ADADAD	3	36	1	-1	2.5	3.5	35.5	36.5
#C5C5C5	4	36	1	-1	3.5	4.5	35.5	36.5
#FFFFFF	5	36	1	-1	4.5	5.5	35.5	36.5
#FDFDFD	6	36	1	-1	5.5	6.5	35.5	36.5
#FDFDFD	7	36	1	-1	6.5	7.5	35.5	36.5
#EAEAEA	8	36	1	-1	7.5	8.5	35.5	36.5
#EAEAEA	9	36	1	-1	8.5	9.5	35.5	36.5
#E9E9E9	10	36	1	-1	9.5	10.5	35.5	36.5
#E9E9E9	11	36	1	-1	10.5	11.5	35.5	36.5
#E9E9E9	12	36	1	-1	11.5	12.5	35.5	36.5
#E9E9E9	13	36	1	-1	12.5	13.5	35.5	36.5
#EAEAEA	14	36	1	-1	13.5	14.5	35.5	36.5
#E9E9E9	15	36	1	-1	14.5	15.5	35.5	36.5
#E8E8E8	16	36	1	-1	15.5	16.5	35.5	36.5
#E8E8E8	17	36	1	-1	16.5	17.5	35.5	36.5
#E8E8E8	18	36	1	-1	17.5	18.5	35.5	36.5
#E8E8E8	19	36	1	-1	18.5	19.5	35.5	36.5
#E8E8E8	20	36	1	-1	19.5	20.5	35.5	36.5
#E8E8E8	21	36	1	-1	20.5	21.5	35.5	36.5
#E8E8E8	22	36	1	-1	21.5	22.5	35.5	36.5
#E8E8E8	23	36	1	-1	22.5	23.5	35.5	36.5
#E8E8E8	24	36	1	-1	23.5	24.5	35.5	36.5
#E8E8E8	25	36	1	-1	24.5	25.5	35.5	36.5
#000000	1	37	1	-1	0.5	1.5	36.5	37.5
#7F7F7F	2	37	1	-1	1.5	2.5	36.5	37.5
#9F9F9F	3	37	1	-1	2.5	3.5	36.5	37.5
#9C9C9C	4	37	1	-1	3.5	4.5	36.5	37.5
#FFFFFF	5	37	1	-1	4.5	5.5	36.5	37.5
#F9F9F9	6	37	1	-1	5.5	6.5	36.5	37.5
#FAFAFA	7	37	1	-1	6.5	7.5	36.5	37.5
#F8F8F8	8	37	1	-1	7.5	8.5	36.5	37.5
#F7F7F7	9	37	1	-1	8.5	9.5	36.5	37.5
#F3F3F3	10	37	1	-1	9.5	10.5	36.5	37.5
#F3F3F3	11	37	1	-1	10.5	11.5	36.5	37.5
#F6F6F6	12	37	1	-1	11.5	12.5	36.5	37.5
#F7F7F7	13	37	1	-1	12.5	13.5	36.5	37.5
#F8F8F8	14	37	1	-1	13.5	14.5	36.5	37.5
#F4F4F4	15	37	1	-1	14.5	15.5	36.5	37.5
#EEEEEE	16	37	1	-1	15.5	16.5	36.5	37.5
#EEEEEE	17	37	1	-1	16.5	17.5	36.5	37.5
#EEEEEE	18	37	1	-1	17.5	18.5	36.5	37.5
#EEEEEE	19	37	1	-1	18.5	19.5	36.5	37.5
#EEEEEE	20	37	1	-1	19.5	20.5	36.5	37.5
#EEEEEE	21	37	1	-1	20.5	21.5	36.5	37.5
#EEEEEE	22	37	1	-1	21.5	22.5	36.5	37.5
#EEEEEE	23	37	1	-1	22.5	23.5	36.5	37.5
#EFEFEF	24	37	1	-1	23.5	24.5	36.5	37.5
#EFEFEF	25	37	1	-1	24.5	25.5	36.5	37.5
#000000	1	38	1	-1	0.5	1.5	37.5	38.5
#8D8D8D	2	38	1	-1	1.5	2.5	37.5	38.5
#BDBDBD	3	38	1	-1	2.5	3.5	37.5	38.5
#F9F9F9	4	38	1	-1	3.5	4.5	37.5	38.5
#FFFFFF	5	38	1	-1	4.5	5.5	37.5	38.5
#FDFDFD	6	38	1	-1	5.5	6.5	37.5	38.5
#FBFBFB	7	38	1	-1	6.5	7.5	37.5	38.5
#F9F9F9	8	38	1	-1	7.5	8.5	37.5	38.5
#EDEDED	9	38	1	-1	8.5	9.5	37.5	38.5
#E7E7E7	10	38	1	-1	9.5	10.5	37.5	38.5
#E7E7E7	11	38	1	-1	10.5	11.5	37.5	38.5
#E7E7E7	12	38	1	-1	11.5	12.5	37.5	38.5
#E6E6E6	13	38	1	-1	12.5	13.5	37.5	38.5
#E6E6E6	14	38	1	-1	13.5	14.5	37.5	38.5
#E6E6E6	15	38	1	-1	14.5	15.5	37.5	38.5
#E7E7E7	16	38	1	-1	15.5	16.5	37.5	38.5
#E7E7E7	17	38	1	-1	16.5	17.5	37.5	38.5
#E6E6E6	18	38	1	-1	17.5	18.5	37.5	38.5
#E6E6E6	19	38	1	-1	18.5	19.5	37.5	38.5
#E6E6E6	20	38	1	-1	19.5	20.5	37.5	38.5
#E4E4E4	21	38	1	-1	20.5	21.5	37.5	38.5
#E4E4E4	22	38	1	-1	21.5	22.5	37.5	38.5
#E4E4E4	23	38	1	-1	22.5	23.5	37.5	38.5
#E4E4E4	24	38	1	-1	23.5	24.5	37.5	38.5
#E4E4E4	25	38	1	-1	24.5	25.5	37.5	38.5
#000000	1	59	1	-1	0.5	1.5	58.5	59.5
#787878	2	59	1	-1	1.5	2.5	58.5	59.5
#A2A2A2	3	59	1	-1	2.5	3.5	58.5	59.5
#C1C1C1	4	59	1	-1	3.5	4.5	58.5	59.5
#F2F2F2	5	59	1	-1	4.5	5.5	58.5	59.5
#FFFFFF	6	59	1	-1	5.5	6.5	58.5	59.5
#FCFCFC	7	59	1	-1	6.5	7.5	58.5	59.5
#F7F7F7	8	59	1	-1	7.5	8.5	58.5	59.5
#F0F0F0	9	59	1	-1	8.5	9.5	58.5	59.5
#F1F1F1	10	59	1	-1	9.5	10.5	58.5	59.5
#EFEFEF	11	59	1	-1	10.5	11.5	58.5	59.5
#EFEFEF	12	59	1	-1	11.5	12.5	58.5	59.5
#E9E9E9	13	59	1	-1	12.5	13.5	58.5	59.5
#E9E9E9	14	59	1	-1	13.5	14.5	58.5	59.5
#E8E8E8	15	59	1	-1	14.5	15.5	58.5	59.5
#E8E8E8	16	59	1	-1	15.5	16.5	58.5	59.5
#E8E8E8	17	59	1	-1	16.5	17.5	58.5	59.5
#E8E8E8	18	59	1	-1	17.5	18.5	58.5	59.5
#E8E8E8	19	59	1	-1	18.5	19.5	58.5	59.5
#E8E8E8	20	59	1	-1	19.5	20.5	58.5	59.5
#EAEAEA	21	59	1	-1	20.5	21.5	58.5	59.5
#EEEEEE	22	59	1	-1	21.5	22.5	58.5	59.5
#EEEEEE	23	59	1	-1	22.5	23.5	58.5	59.5
#EEEEEE	24	59	1	-1	23.5	24.5	58.5	59.5
#EEEEEE	25	59	1	-1	24.5	25.5	58.5	59.5
#000000	1	60	1	-1	0.5	1.5	59.5	60.5
#A4A4A4	2	60	1	-1	1.5	2.5	59.5	60.5
#919191	3	60	1	-1	2.5	3.5	59.5	60.5
#CECECE	4	60	1	-1	3.5	4.5	59.5	60.5
#FEFEFE	5	60	1	-1	4.5	5.5	59.5	60.5
#FFFFFF	6	60	1	-1	5.5	6.5	59.5	60.5
#FCFCFC	7	60	1	-1	6.5	7.5	59.5	60.5
#E6E6E6	8	60	1	-1	7.5	8.5	59.5	60.5
#DADADA	9	60	1	-1	8.5	9.5	59.5	60.5
#DCDCDC	10	60	1	-1	9.5	10.5	59.5	60.5
#D9D9D9	11	60	1	-1	10.5	11.5	59.5	60.5
#D9D9D9	12	60	1	-1	11.5	12.5	59.5	60.5
#D9D9D9	13	60	1	-1	12.5	13.5	59.5	60.5
#D8D8D8	14	60	1	-1	13.5	14.5	59.5	60.5
#D8D8D8	15	60	1	-1	14.5	15.5	59.5	60.5
#D8D8D8	16	60	1	-1	15.5	16.5	59.5	60.5
#D7D7D7	17	60	1	-1	16.5	17.5	59.5	60.5
#D9D9D9	18	60	1	-1	17.5	18.5	59.5	60.5
#D6D6D6	19	60	1	-1	18.5	19.5	59.5	60.5
#D6D6D6	20	60	1	-1	19.5	20.5	59.5	60.5
#D6D6D6	21	60	1	-1	20.5	21.5	59.5	60.5
#D6D6D6	22	60	1	-1	21.5	22.5	59.5	60.5
#D6D6D6	23	60	1	-1	22.5	23.5	59.5	60.5
#D6D6D6	24	60	1	-1	23.5	24.5	59.5	60.5
#D6D6D6	25	60	1	-1	24.5	25.5	59.5	60.5
