group	y
1	-0.367652088106278
2	-0.367652088106278
3	-0.367652088106278
4	-0.367652088106278
5	-0.367652088106278
6	-0.367652088106278
7	-0.367652088106278
8	-0.367652088106278
9	-0.367652088106278
10	-0.367652088106278
11	-0.367652088106278
12	-0.367652088106278
13	-0.367652088106278
14	-0.367652088106278
15	-0.367652088106278
16	-0.367652088106278
17	-0.367652088106278
18	-0.367652088106278
19	-0.367652088106278
20	-0.367652088106278
21	-0.367652088106278
22	-0.367652088106278
23	-0.367652088106278
24	-0.367652088106278
25	-0.367652088106278
26	-0.367652088106278
27	-0.367652088106278
28	-0.367652088106278
29	-0.367652088106278
30	-0.367652088106278
31	-0.367652088106278
32	-0.367652088106278
33	-0.367652088106278
34	-0.367652088106278
35	-0.367652088106278
36	-0.367652088106278
37	-0.367652088106278
38	-0.367652088106278
39	-0.367652088106278
40	-0.367652088106278
41	-0.367652088106278
42	-0.367652088106278
43	-0.367652088106278
44	-0.367652088106278
45	-0.367652088106278
46	-0.367652088106278
47	-0.367652088106278
48	-0.367652088106278
49	-0.367652088106278
50	-0.367652088106278
51	-0.367652088106278
52	-0.367652088106278
53	-0.367652088106278
54	-0.367652088106278
55	-0.367652088106278
56	-0.367652088106278
57	-0.367652088106278
58	-0.367652088106278
59	-0.367652088106278
60	-0.367652088106278
61	-0.367652088106278
62	-0.367652088106278
63	0.745926688347059
64	0.745926688347059
65	0.745926688347059
66	0.745926688347059
67	0.745926688347059
68	0.745926688347059
69	0.745926688347059
70	0.745926688347059
71	0.745926688347059
72	0.745926688347059
73	0.745926688347059
74	0.745926688347059
75	0.745926688347059
76	0.745926688347059
77	0.745926688347059
78	0.745926688347059
79	0.745926688347059
80	0.745926688347059
81	0.745926688347059
82	0.745926688347059
83	0.745926688347059
84	0.745926688347059
85	0.745926688347059
86	0.745926688347059
87	0.745926688347059
88	0.745926688347059
89	0.745926688347059
90	0.745926688347059
91	0.745926688347059
92	0.745926688347059
93	0.745926688347059
94	0.745926688347059
95	0.745926688347059
96	0.745926688347059
97	0.745926688347059
98	0.745926688347059
99	0.745926688347059
100	0.745926688347059
