colour	y	x	group	key	showSelected1	showSelected2	PANEL
#66C2A5	-1.54484897019127	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 63	1
#66C2A5	-1.42073334996882	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 94	1
#66C2A5	-1.90959091496604	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 76	1
#66C2A5	-1.33406420682721	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 3	1
#66C2A5	-1.45763619829549	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 20	1
#66C2A5	-1.35385364039287	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 64	1
#66C2A5	-1.56758763616448	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 21	1
#66C2A5	-1.33772242218217	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 86	1
#66C2A5	-1.59694812813581	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 22	1
#66C2A5	-1.68086303633405	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 65	1
#66C2A5	-1.3988662329895	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 23	1
#66C2A5	-1.77506877247899	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 87	1
#66C2A5	-1.66471372791986	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 24	1
#66C2A5	-1.4258631824133	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 83	1
#66C2A5	-1.60668411740645	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 66	1
#66C2A5	-1.51745371945738	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 67	1
#66C2A5	-1.37884148060434	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 84	1
#66C2A5	-1.72877576978885	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 25	1
#66C2A5	-1.57633285612025	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 68	1
#66C2A5	-1.84861558180346	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 69	1
#66C2A5	-1.19496394956365	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 26	1
#66C2A5	-1.43549730611542	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 100	1
#66C2A5	-1.39416731564913	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 88	1
#66C2A5	-1.54773216059989	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 70	1
#66C2A5	-1.6194712399137	12	1	sous-entraînement	sous-entraînement	VC à 2 blocs 27	1
#66C2A5	-1.58839421102606	12	1	sous-entraînement	sous-entraînement	50% validation 87	1
#66C2A5	-1.56311360144292	12	1	sous-entraînement	sous-entraînement	50% validation 6	1
#66C2A5	-1.51060562152726	12	1	sous-entraînement	sous-entraînement	50% validation 28	1
#66C2A5	-1.91849676789799	12	1	sous-entraînement	sous-entraînement	50% validation 22	1
#66C2A5	-1.71207738825764	12	1	sous-entraînement	sous-entraînement	50% validation 23	1
#66C2A5	-1.58733471063838	12	1	sous-entraînement	sous-entraînement	50% validation 69	1
#66C2A5	-1.58989710743579	12	1	sous-entraînement	sous-entraînement	50% validation 7	1
#66C2A5	-1.36002493230204	12	1	sous-entraînement	sous-entraînement	50% validation 91	1
#66C2A5	-1.55295680434404	12	1	sous-entraînement	sous-entraînement	50% validation 24	1
#66C2A5	-1.58936410303807	12	1	sous-entraînement	sous-entraînement	50% validation 70	1
#66C2A5	-1.39054293752006	12	1	sous-entraînement	sous-entraînement	50% validation 93	1
#66C2A5	-1.69130005289219	12	1	sous-entraînement	sous-entraînement	50% validation 71	1
#66C2A5	-1.28307804716212	12	1	sous-entraînement	sous-entraînement	50% validation 8	1
#66C2A5	-1.55342117228313	12	1	sous-entraînement	sous-entraînement	50% validation 25	1
#66C2A5	-1.64701960390662	12	1	sous-entraînement	sous-entraînement	50% validation 29	1
#66C2A5	-1.35797039399275	12	1	sous-entraînement	sous-entraînement	50% validation 30	1
#66C2A5	-1.50703570617331	12	1	sous-entraînement	sous-entraînement	50% validation 9	1
#66C2A5	-1.42165233872643	12	1	sous-entraînement	sous-entraînement	50% validation 10	1
#66C2A5	-1.34373254952043	12	1	sous-entraînement	sous-entraînement	50% validation 31	1
#66C2A5	-1.56291542658569	12	1	sous-entraînement	sous-entraînement	50% validation 32	1
#66C2A5	-1.80629154137866	12	1	sous-entraînement	sous-entraînement	50% validation 1	1
#66C2A5	-1.51858859680437	12	1	sous-entraînement	sous-entraînement	50% validation 74	1
#66C2A5	-1.49231795208865	12	1	sous-entraînement	sous-entraînement	50% validation 33	1
#66C2A5	-1.44508354214702	12	1	sous-entraînement	sous-entraînement	50% validation 11	1
#66C2A5	-1.38706326885859	12	1	sous-entraînement	sous-entraînement	50% validation 72	1
#66C2A5	-1.40917633063423	12	1	sous-entraînement	sous-entraînement	50% validation 12	1
#66C2A5	-1.38258451060427	12	1	sous-entraînement	sous-entraînement	50% validation 34	1
#66C2A5	-1.72211002532262	12	1	sous-entraînement	sous-entraînement	50% validation 86	1
#66C2A5	-1.55932769687117	12	1	sous-entraînement	sous-entraînement	50% validation 35	1
#66C2A5	-1.32772198874396	12	1	sous-entraînement	sous-entraînement	50% validation 36	1
#66C2A5	-1.51289286910538	12	1	sous-entraînement	sous-entraînement	50% validation 37	1
#66C2A5	-1.58689142516776	12	1	sous-entraînement	sous-entraînement	50% validation 38	1
#66C2A5	-1.41093132617594	12	1	sous-entraînement	sous-entraînement	50% validation 59	1
#66C2A5	-1.47681446417607	12	1	sous-entraînement	sous-entraînement	50% validation 60	1
#66C2A5	-1.56815306188096	12	1	sous-entraînement	sous-entraînement	50% validation 39	1
#66C2A5	-1.44960900304443	12	1	sous-entraînement	sous-entraînement	50% validation 40	1
#66C2A5	-1.59879712551362	12	1	sous-entraînement	sous-entraînement	50% validation 41	1
#66C2A5	-1.46520747650568	12	1	sous-entraînement	sous-entraînement	50% validation 92	1
#66C2A5	-1.55673798611414	12	1	sous-entraînement	sous-entraînement	50% validation 42	1
#66C2A5	-1.57572325310486	12	1	sous-entraînement	sous-entraînement	50% validation 43	1
#66C2A5	-1.3959228854724	12	1	sous-entraînement	sous-entraînement	50% validation 44	1
#66C2A5	-1.68061740719304	12	1	sous-entraînement	sous-entraînement	50% validation 45	1
#66C2A5	-1.72266660783844	12	1	sous-entraînement	sous-entraînement	50% validation 13	1
#66C2A5	-1.45386149035169	12	1	sous-entraînement	sous-entraînement	50% validation 99	1
#66C2A5	-1.66858330192984	12	1	sous-entraînement	sous-entraînement	50% validation 61	1
#66C2A5	-1.67017454379853	12	1	sous-entraînement	sous-entraînement	50% validation 14	1
#66C2A5	-1.33273324502519	12	1	sous-entraînement	sous-entraînement	50% validation 2	1
#66C2A5	-1.21124817268009	12	1	sous-entraînement	sous-entraînement	50% validation 46	1
#66C2A5	-1.66820575884095	12	1	sous-entraînement	sous-entraînement	50% validation 75	1
#66C2A5	-1.59292142498639	12	1	sous-entraînement	sous-entraînement	50% validation 3	1
#66C2A5	-1.54228022076424	12	1	sous-entraînement	sous-entraînement	50% validation 47	1
#66C2A5	-2.04403867610707	12	1	sous-entraînement	sous-entraînement	50% validation 76	1
#66C2A5	-1.47616195822404	12	1	sous-entraînement	sous-entraînement	50% validation 97	1
#66C2A5	-1.49107278527833	12	1	sous-entraînement	sous-entraînement	50% validation 88	1
#66C2A5	-1.5341696895995	12	1	sous-entraînement	sous-entraînement	50% validation 62	1
#66C2A5	-1.60275101114326	12	1	sous-entraînement	sous-entraînement	50% validation 95	1
#66C2A5	-1.52197805231251	12	1	sous-entraînement	sous-entraînement	50% validation 48	1
#66C2A5	-1.2783894711398	12	1	sous-entraînement	sous-entraînement	50% validation 49	1
#66C2A5	-1.48388042390583	12	1	sous-entraînement	sous-entraînement	50% validation 15	1
#66C2A5	-1.48129396600496	12	1	sous-entraînement	sous-entraînement	50% validation 16	1
#66C2A5	-1.41341690094239	12	1	sous-entraînement	sous-entraînement	50% validation 17	1
#66C2A5	-1.43829616012686	12	1	sous-entraînement	sous-entraînement	50% validation 63	1
#66C2A5	-1.72322280630648	12	1	sous-entraînement	sous-entraînement	50% validation 64	1
#66C2A5	-1.62628932460371	12	1	sous-entraînement	sous-entraînement	50% validation 26	1
#66C2A5	-1.40186745453369	12	1	sous-entraînement	sous-entraînement	50% validation 65	1
#66C2A5	-1.41722471293172	12	1	sous-entraînement	sous-entraînement	50% validation 77	1
#66C2A5	-1.220061918954	12	1	sous-entraînement	sous-entraînement	50% validation 50	1
#66C2A5	-1.65371266243274	12	1	sous-entraînement	sous-entraînement	50% validation 18	1
#66C2A5	-1.48968832754696	12	1	sous-entraînement	sous-entraînement	50% validation 96	1
#66C2A5	-1.47972512165808	12	1	sous-entraînement	sous-entraînement	50% validation 51	1
#66C2A5	-1.59473131377417	12	1	sous-entraînement	sous-entraînement	50% validation 52	1
#66C2A5	-1.24871892225253	12	1	sous-entraînement	sous-entraînement	50% validation 78	1
#66C2A5	-1.54699203213805	12	1	sous-entraînement	sous-entraînement	50% validation 53	1
#66C2A5	-1.46261596014936	12	1	sous-entraînement	sous-entraînement	50% validation 19	1
#66C2A5	-1.35189756833919	12	1	sous-entraînement	sous-entraînement	50% validation 73	1
#66C2A5	-1.54020362054032	12	1	sous-entraînement	sous-entraînement	50% validation 54	1
#66C2A5	-1.36324628406059	12	1	sous-entraînement	sous-entraînement	50% validation 4	1
#66C2A5	-1.39890218103011	12	1	sous-entraînement	sous-entraînement	50% validation 55	1
#66C2A5	-1.40382524140274	12	1	sous-entraînement	sous-entraînement	50% validation 5	1
#66C2A5	-1.47848492198261	12	1	sous-entraînement	sous-entraînement	50% validation 98	1
#66C2A5	-1.37172004405591	12	1	sous-entraînement	sous-entraînement	50% validation 66	1
#66C2A5	-1.47782923050744	12	1	sous-entraînement	sous-entraînement	50% validation 89	1
#66C2A5	-1.72920483019679	12	1	sous-entraînement	sous-entraînement	50% validation 79	1
#66C2A5	-1.48082026472587	12	1	sous-entraînement	sous-entraînement	50% validation 94	1
#66C2A5	-1.60869522915978	12	1	sous-entraînement	sous-entraînement	50% validation 80	1
#66C2A5	-1.54888844455413	12	1	sous-entraînement	sous-entraînement	50% validation 81	1
#66C2A5	-1.48949319075434	12	1	sous-entraînement	sous-entraînement	50% validation 20	1
#66C2A5	-1.21128714372261	12	1	sous-entraînement	sous-entraînement	50% validation 21	1
#66C2A5	-1.3297526015368	12	1	sous-entraînement	sous-entraînement	50% validation 56	1
#66C2A5	-1.68930772533278	12	1	sous-entraînement	sous-entraînement	50% validation 82	1
#66C2A5	-1.35607326984249	12	1	sous-entraînement	sous-entraînement	50% validation 67	1
#66C2A5	-1.38432584231128	12	1	sous-entraînement	sous-entraînement	50% validation 57	1
#66C2A5	-1.18103439971693	12	1	sous-entraînement	sous-entraînement	50% validation 27	1
#66C2A5	-1.71321138901733	12	1	sous-entraînement	sous-entraînement	50% validation 83	1
#66C2A5	-1.45116813177428	12	1	sous-entraînement	sous-entraînement	50% validation 58	1
#66C2A5	-1.6841939707847	12	1	sous-entraînement	sous-entraînement	50% validation 100	1
#66C2A5	-1.64229573219925	12	1	sous-entraînement	sous-entraînement	50% validation 68	1
#66C2A5	-1.3078090972253	12	1	sous-entraînement	sous-entraînement	50% validation 85	1
#66C2A5	-1.34452048555799	12	1	sous-entraînement	sous-entraînement	50% validation 90	1
#66C2A5	-1.42414198150951	12	1	sous-entraînement	sous-entraînement	50% validation 84	1
#66C2A5	-1.86083886594584	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 32	1
#66C2A5	-1.4539295899876	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 33	1
#66C2A5	-1.64212948337013	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 85	1
#66C2A5	-1.62864297386135	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 77	1
#66C2A5	-1.71148524732017	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 4	1
#66C2A5	-1.57800914109134	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 34	1
#66C2A5	-1.90202228861934	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 28	1
#66C2A5	-1.55110579132383	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 78	1
#66C2A5	-1.83343595422528	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 35	1
#66C2A5	-1.42699284768749	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 5	1
#66C2A5	-1.45967118658063	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 36	1
#66C2A5	-1.80499542947115	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 6	1
#66C2A5	-1.47020858471084	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 37	1
#66C2A5	-1.54923135160141	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 91	1
#66C2A5	-1.49635767457272	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 38	1
#66C2A5	-1.64919936120738	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 39	1
#66C2A5	-1.66883103889563	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 7	1
#66C2A5	-1.75107516488654	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 92	1
#66C2A5	-1.66506968741652	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 79	1
#66C2A5	-1.61122907140059	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 98	1
#66C2A5	-1.79652405921697	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 40	1
#66C2A5	-1.24431523406467	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 97	1
#66C2A5	-1.82633465498042	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 71	1
#66C2A5	-1.39481206648782	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 8	1
#66C2A5	-1.62014862229429	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 41	1
#66C2A5	-1.56625907865512	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 9	1
#66C2A5	-1.60558571915951	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 42	1
#66C2A5	-1.46475693245289	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 89	1
#66C2A5	-1.64240174826118	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 29	1
#66C2A5	-1.40354155508321	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 43	1
#66C2A5	-1.44139915309773	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 44	1
#66C2A5	-1.79260214912522	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 72	1
#66C2A5	-1.58503638634799	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 95	1
#66C2A5	-1.5121416746347	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 73	1
#66C2A5	-1.47673507034563	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 10	1
#66C2A5	-1.61019384251105	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 45	1
#66C2A5	-1.30850610529784	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 46	1
#66C2A5	-1.50867948733438	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 11	1
#66C2A5	-1.52999502195924	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 30	1
#66C2A5	-1.79468166548089	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 47	1
#66C2A5	-1.56100813450345	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 48	1
#66C2A5	-1.36537859566832	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 49	1
#66C2A5	-1.69714197850813	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 80	1
#66C2A5	-1.66694567838574	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 50	1
#66C2A5	-1.37133054158999	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 51	1
#66C2A5	-1.52628066645228	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 12	1
#66C2A5	-1.80262151748683	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 52	1
#66C2A5	-1.38587123948605	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 13	1
#66C2A5	-1.74124753755976	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 14	1
#66C2A5	-1.68427592561731	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 31	1
#66C2A5	-1.85657783313078	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 15	1
#66C2A5	-1.41940753152712	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 74	1
#66C2A5	-1.61659846499988	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 81	1
#66C2A5	-1.32760964268192	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 53	1
#66C2A5	-1.46709412178399	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 96	1
#66C2A5	-1.51569311767245	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 1	1
#66C2A5	-1.74376308312328	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 16	1
#66C2A5	-1.83050994437595	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 54	1
#66C2A5	-1.65745697211865	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 75	1
#66C2A5	-1.51894007478245	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 93	1
#66C2A5	-1.67107544232275	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 55	1
#66C2A5	-1.74076822446054	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 56	1
#66C2A5	-1.75518219747529	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 57	1
#66C2A5	-1.54762279570756	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 58	1
#66C2A5	-1.52072427907795	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 17	1
#66C2A5	-1.89044485460521	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 82	1
#66C2A5	-1.89060842693883	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 59	1
#66C2A5	-1.3678991959429	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 90	1
#66C2A5	-1.71401930812637	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 18	1
#66C2A5	-1.53296854358387	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 2	1
#66C2A5	-1.71576935361155	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 99	1
#66C2A5	-1.65979773439896	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 60	1
#66C2A5	-1.5187966369658	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 61	1
#66C2A5	-1.56733500072558	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 19	1
#66C2A5	-1.4743817073798	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 62	1
#66C2A5	-1.64796526846099	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 63	1
#66C2A5	-1.48111117472168	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 94	1
#66C2A5	-2.01990466844275	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 76	1
#66C2A5	-1.3952089477275	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 3	1
#66C2A5	-1.58201959695388	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 20	1
#66C2A5	-1.52726484910963	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 64	1
#66C2A5	-1.63657271846869	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 21	1
#66C2A5	-1.47328092167781	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 86	1
#66C2A5	-1.68897051432132	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 22	1
#66C2A5	-1.80446663942947	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 65	1
#66C2A5	-1.48717693147666	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 23	1
#66C2A5	-1.9259488175839	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 87	1
#66C2A5	-1.7817273194721	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 24	1
#66C2A5	-1.54304588071258	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 83	1
#66C2A5	-1.70482698179538	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 66	1
#66C2A5	-1.62957244006948	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 67	1
#66C2A5	-1.46584780843286	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 84	1
#66C2A5	-1.83390943849394	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 25	1
#66C2A5	-1.66044264594087	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 68	1
#66C2A5	-1.98755360283912	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 69	1
#66C2A5	-1.37633227275468	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 26	1
#66C2A5	-1.52180922038992	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 100	1
#66C2A5	-1.48686699686249	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 88	1
#66C2A5	-1.62518675415695	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 70	1
#66C2A5	-1.72682827025656	13	1	sous-entraînement	sous-entraînement	VC à 2 blocs 27	1
#66C2A5	-1.65130686017063	13	1	sous-entraînement	sous-entraînement	50% validation 87	1
#66C2A5	-1.65188463613497	13	1	sous-entraînement	sous-entraînement	50% validation 6	1
#66C2A5	-1.65408514779485	13	1	sous-entraînement	sous-entraînement	50% validation 28	1
#66C2A5	-2.10772519011694	13	1	sous-entraînement	sous-entraînement	50% validation 22	1
#66C2A5	-1.87843652178418	13	1	sous-entraînement	sous-entraînement	50% validation 23	1
#66C2A5	-1.6829664726278	13	1	sous-entraînement	sous-entraînement	50% validation 69	1
#66C2A5	-1.68468375612558	13	1	sous-entraînement	sous-entraînement	50% validation 7	1
#66C2A5	-1.45362474700617	13	1	sous-entraînement	sous-entraînement	50% validation 91	1
#66C2A5	-1.60206718290717	13	1	sous-entraînement	sous-entraînement	50% validation 24	1
#66C2A5	-1.68777650215794	13	1	sous-entraînement	sous-entraînement	50% validation 70	1
#66C2A5	-1.47472686366546	13	1	sous-entraînement	sous-entraînement	50% validation 93	1
#66C2A5	-1.91230700093048	13	1	sous-entraînement	sous-entraînement	50% validation 71	1
#66C2A5	-1.37523844677592	13	1	sous-entraînement	sous-entraînement	50% validation 8	1
#66C2A5	-1.71488379042853	13	1	sous-entraînement	sous-entraînement	50% validation 25	1
#66C2A5	-1.72044518325112	13	1	sous-entraînement	sous-entraînement	50% validation 29	1
#66C2A5	-1.40971824642389	13	1	sous-entraînement	sous-entraînement	50% validation 30	1
#66C2A5	-1.61183587363058	13	1	sous-entraînement	sous-entraînement	50% validation 9	1
#66C2A5	-1.48571809473433	13	1	sous-entraînement	sous-entraînement	50% validation 10	1
#66C2A5	-1.41871280016871	13	1	sous-entraînement	sous-entraînement	50% validation 31	1
#66C2A5	-1.61131658842853	13	1	sous-entraînement	sous-entraînement	50% validation 32	1
#66C2A5	-1.866285335711	13	1	sous-entraînement	sous-entraînement	50% validation 1	1
#66C2A5	-1.60027013294431	13	1	sous-entraînement	sous-entraînement	50% validation 74	1
#66C2A5	-1.64230548730821	13	1	sous-entraînement	sous-entraînement	50% validation 33	1
#66C2A5	-1.51594383359075	13	1	sous-entraînement	sous-entraînement	50% validation 11	1
#66C2A5	-1.51476076219685	13	1	sous-entraînement	sous-entraînement	50% validation 72	1
#66C2A5	-1.57576070316684	13	1	sous-entraînement	sous-entraînement	50% validation 12	1
#66C2A5	-1.43975682134923	13	1	sous-entraînement	sous-entraînement	50% validation 34	1
#66C2A5	-1.8140835008463	13	1	sous-entraînement	sous-entraînement	50% validation 86	1
#66C2A5	-1.72781955569586	13	1	sous-entraînement	sous-entraînement	50% validation 35	1
#66C2A5	-1.5897165370818	13	1	sous-entraînement	sous-entraînement	50% validation 36	1
#66C2A5	-1.59199185041139	13	1	sous-entraînement	sous-entraînement	50% validation 37	1
#66C2A5	-1.63127690238161	13	1	sous-entraînement	sous-entraînement	50% validation 38	1
#66C2A5	-1.50040175441515	13	1	sous-entraînement	sous-entraînement	50% validation 59	1
#66C2A5	-1.56069365862145	13	1	sous-entraînement	sous-entraînement	50% validation 60	1
#66C2A5	-1.61056952151294	13	1	sous-entraînement	sous-entraînement	50% validation 39	1
#66C2A5	-1.52901542543979	13	1	sous-entraînement	sous-entraînement	50% validation 40	1
#66C2A5	-1.67201100879256	13	1	sous-entraînement	sous-entraînement	50% validation 41	1
#66C2A5	-1.56020117765278	13	1	sous-entraînement	sous-entraînement	50% validation 92	1
#66C2A5	-1.64450309156759	13	1	sous-entraînement	sous-entraînement	50% validation 42	1
#66C2A5	-1.66480937545101	13	1	sous-entraînement	sous-entraînement	50% validation 43	1
#66C2A5	-1.54798426645683	13	1	sous-entraînement	sous-entraînement	50% validation 44	1
#66C2A5	-1.92695325806718	13	1	sous-entraînement	sous-entraînement	50% validation 45	1
#66C2A5	-1.81921548272596	13	1	sous-entraînement	sous-entraînement	50% validation 13	1
#66C2A5	-1.55002235663445	13	1	sous-entraînement	sous-entraînement	50% validation 99	1
#66C2A5	-1.78493707572677	13	1	sous-entraînement	sous-entraînement	50% validation 61	1
#66C2A5	-1.73488067430077	13	1	sous-entraînement	sous-entraînement	50% validation 14	1
#66C2A5	-1.42498951009508	13	1	sous-entraînement	sous-entraînement	50% validation 2	1
#66C2A5	-1.31169605649919	13	1	sous-entraînement	sous-entraînement	50% validation 46	1
#66C2A5	-1.78630487471243	13	1	sous-entraînement	sous-entraînement	50% validation 75	1
#66C2A5	-1.6884489208351	13	1	sous-entraînement	sous-entraînement	50% validation 3	1
#66C2A5	-1.62409888405044	13	1	sous-entraînement	sous-entraînement	50% validation 47	1
#66C2A5	-2.23999971215033	13	1	sous-entraînement	sous-entraînement	50% validation 76	1
#66C2A5	-1.58395679764076	13	1	sous-entraînement	sous-entraînement	50% validation 97	1
#66C2A5	-1.62713849247782	13	1	sous-entraînement	sous-entraînement	50% validation 88	1
#66C2A5	-1.59903132196958	13	1	sous-entraînement	sous-entraînement	50% validation 62	1
#66C2A5	-1.6937948347085	13	1	sous-entraînement	sous-entraînement	50% validation 95	1
#66C2A5	-1.58892260510805	13	1	sous-entraînement	sous-entraînement	50% validation 48	1
#66C2A5	-1.35533745363781	13	1	sous-entraînement	sous-entraînement	50% validation 49	1
#66C2A5	-1.55740874423351	13	1	sous-entraînement	sous-entraînement	50% validation 15	1
#66C2A5	-1.61629271385316	13	1	sous-entraînement	sous-entraînement	50% validation 16	1
#66C2A5	-1.47271394266391	13	1	sous-entraînement	sous-entraînement	50% validation 17	1
#66C2A5	-1.52426404179469	13	1	sous-entraînement	sous-entraînement	50% validation 63	1
#66C2A5	-1.9100417673293	13	1	sous-entraînement	sous-entraînement	50% validation 64	1
#66C2A5	-1.725512855565	13	1	sous-entraînement	sous-entraînement	50% validation 26	1
#66C2A5	-1.50318116343349	13	1	sous-entraînement	sous-entraînement	50% validation 65	1
#66C2A5	-1.58762366055066	13	1	sous-entraînement	sous-entraînement	50% validation 77	1
#66C2A5	-1.2794353862373	13	1	sous-entraînement	sous-entraînement	50% validation 50	1
#66C2A5	-1.70313643499995	13	1	sous-entraînement	sous-entraînement	50% validation 18	1
#66C2A5	-1.61001487940238	13	1	sous-entraînement	sous-entraînement	50% validation 96	1
#66C2A5	-1.54476181781942	13	1	sous-entraînement	sous-entraînement	50% validation 51	1
#66C2A5	-1.65143400752739	13	1	sous-entraînement	sous-entraînement	50% validation 52	1
